date;cumulative_vaccinations
2021-03-03 00:00:00.000;216781980
2021-03-04 00:00:00.000;226056253
2021-03-05 00:00:00.000;224921063
2021-03-06 00:00:00.000;219555456
2021-03-07 00:00:00.000;231791940
2021-03-08 00:00:00.000;239203643
2021-03-09 00:00:00.000;248461176
2021-03-10 00:00:00.000;263901203
2021-03-11 00:00:00.000;279222081
2021-03-12 00:00:00.000;271711607
2021-03-13 00:00:00.000;280852221
2021-03-14 00:00:00.000;349655382
2021-03-15 00:00:00.000;301039271
2021-03-16 00:00:00.000;299772732
2021-03-17 00:00:00.000;324226494
2021-03-18 00:00:00.000;332543253
2021-03-19 00:00:00.000;340129637
2021-03-20 00:00:00.000;427223617
2021-03-21 00:00:00.000;348723887
2021-03-22 00:00:00.000;448470189
2021-03-23 00:00:00.000;455727655
2021-03-24 00:00:00.000;463824284
2021-03-25 00:00:00.000;479638248
2021-03-26 00:00:00.000;500920753
2021-03-27 00:00:00.000;500483961
2021-03-28 00:00:00.000;497216718
2021-03-29 00:00:00.000;534931311
2021-03-30 00:00:00.000;552249400
2021-03-31 00:00:00.000;587116162
2021-04-01 00:00:00.000;579040697
2021-04-02 00:00:00.000;611615438
2021-04-03 00:00:00.000;616324398
2021-04-04 00:00:00.000;635237052
2021-04-05 00:00:00.000;653231854
2021-04-06 00:00:00.000;670555017
2021-04-07 00:00:00.000;686451119
2021-04-08 00:00:00.000;719160708
2021-04-09 00:00:00.000;715803614
2021-04-10 00:00:00.000;745819029
2021-04-11 00:00:00.000;740875904
2021-04-12 00:00:00.000;778237667
2021-04-13 00:00:00.000;799959940
2021-04-14 00:00:00.000;812074228
2021-04-15 00:00:00.000;802328177
2021-04-16 00:00:00.000;790574812
2021-04-17 00:00:00.000;809537805
2021-04-18 00:00:00.000;845807466
2021-04-19 00:00:00.000;891522294
2021-04-20 00:00:00.000;773339029
2021-04-21 00:00:00.000;927942668
2021-04-22 00:00:00.000;955281018
2021-04-23 00:00:00.000;827119601
2021-04-24 00:00:00.000;774690508
2021-04-25 00:00:00.000;989936615
2021-04-26 00:00:00.000;1003505994
2021-04-27 00:00:00.000;1044189897
2021-04-28 00:00:00.000;1047482856
2021-04-29 00:00:00.000;1065657448
2021-04-30 00:00:00.000;914410364
